component_id,lot_id,component_type,parameter,value_0h_uA,value_24h_uA,value_96h_uA,value_168h_uA,datasheet_limit_uA,ground_truth_class
C06041,L041,Type_B,leakage_current,11.122,11.262,12.085,12.552,50.0,Healthy
C06042,L042,Type_A,leakage_current,10.561,10.653,11.589,12.149,50.0,Healthy
C06043,L043,Type_B,leakage_current,11.275,14.24,35.959,57.104,50.0,Rapid_Drift
C06044,L044,Type_B,leakage_current,10.931,12.676,29.156,41.16,50.0,Latent_Defect
C06045,L045,Type_A,leakage_current,10.827,11.052,11.736,11.858,50.0,Healthy
C06046,L046,Type_A,leakage_current,9.943,10.157,10.485,10.836,50.0,Healthy
C06047,L047,Type_A,leakage_current,10.598,11.965,32.382,38.597,50.0,Latent_Defect
C06048,L048,Type_A,leakage_current,10.438,10.616,11.303,12.035,50.0,Healthy
C06049,L049,Type_A,leakage_current,9.376,9.505,9.528,10.092,50.0,Healthy
C06050,L050,Type_A,leakage_current,10.212,11.676,24.481,37.445,50.0,Latent_Defect
C06051,L051,Type_B,leakage_current,11.237,12.736,33.725,39.513,50.0,Latent_Defect
C06052,L052,Type_A,leakage_current,9.964,10.083,10.506,10.704,50.0,Healthy
C06053,L053,Type_A,leakage_current,10.562,10.673,11.138,11.521,50.0,Healthy
C06054,L054,Type_A,leakage_current,9.654,9.741,10.358,10.843,50.0,Healthy
C06055,L055,Type_C,leakage_current,9.024,11.194,29.387,47.03,50.0,Latent_Defect
C06056,L056,Type_C,leakage_current,9.33,9.455,10.004,10.802,50.0,Healthy
C06057,L057,Type_A,leakage_current,9.757,11.257,26.322,40.82,50.0,Latent_Defect
C06058,L058,Type_C,leakage_current,9.399,9.713,10.296,10.885,50.0,Healthy
C06059,L059,Type_A,leakage_current,9.218,11.564,30.938,44.661,50.0,Latent_Defect
C06060,L060,Type_B,leakage_current,10.411,10.808,11.396,12.195,50.0,Healthy
C06061,L061,Type_A,leakage_current,9.96,10.231,10.652,11.021,50.0,Healthy
C06062,L062,Type_A,leakage_current,10.027,10.291,10.763,11.762,50.0,Healthy
C06063,L063,Type_B,leakage_current,11.07,11.134,11.631,12.339,50.0,Healthy
C06064,L064,Type_A,leakage_current,10.223,10.35,11.049,11.567,50.0,Healthy
C06065,L065,Type_A,leakage_current,10.565,11.019,12.205,13.012,50.0,Healthy
C06066,L066,Type_A,leakage_current,11.123,12.768,26.462,39.966,50.0,Latent_Defect
C06067,L067,Type_C,leakage_current,10.205,10.438,11.158,11.793,50.0,Healthy
C06068,L068,Type_A,leakage_current,9.389,9.649,10.226,10.965,50.0,Healthy
C06069,L069,Type_A,leakage_current,9.587,9.785,10.137,10.84,50.0,Healthy
C06070,L070,Type_C,leakage_current,8.803,8.814,8.987,9.535,50.0,Healthy
C06071,L071,Type_B,leakage_current,9.733,9.966,10.061,10.137,50.0,Healthy
C06072,L072,Type_A,leakage_current,10.932,11.052,11.32,11.55,50.0,Healthy
C06073,L073,Type_B,leakage_current,11.73,11.917,12.182,12.294,50.0,Healthy
C06074,L074,Type_A,leakage_current,9.728,9.983,11.012,11.811,50.0,Healthy
C06075,L075,Type_B,leakage_current,10.741,12.922,32.524,44.936,50.0,Latent_Defect
C06076,L076,Type_A,leakage_current,10.846,11.339,12.153,12.765,50.0,Healthy
C06077,L077,Type_A,leakage_current,10.065,13.888,35.222,56.242,50.0,Rapid_Drift
C06078,L078,Type_B,leakage_current,9.967,10.283,11.053,11.59,50.0,Healthy
C06079,L079,Type_A,leakage_current,10.106,10.324,10.779,11.558,50.0,Healthy
C06080,L080,Type_C,leakage_current,9.28,9.532,10.295,10.962,50.0,Healthy
C06081,L081,Type_A,leakage_current,11.39,11.408,11.842,12.124,50.0,Healthy
C06082,L082,Type_A,leakage_current,10.486,10.77,11.452,12.026,50.0,Healthy
C06083,L083,Type_B,leakage_current,11.11,13.419,28.839,45.055,50.0,Latent_Defect
C06084,L084,Type_C,leakage_current,9.589,9.942,10.312,10.585,50.0,Healthy
C06085,L085,Type_B,leakage_current,10.947,11.217,11.521,12.375,50.0,Healthy
C06086,L086,Type_B,leakage_current,10.294,10.362,10.876,11.221,50.0,Healthy
C06087,L087,Type_B,leakage_current,11.012,11.182,11.928,12.677,50.0,Healthy
C06088,L088,Type_C,leakage_current,9.244,10.817,24.325,38.026,50.0,Latent_Defect
C06089,L089,Type_B,leakage_current,10.444,10.741,11.349,12.358,50.0,Healthy
C06090,L090,Type_B,leakage_current,11.061,13.36,31.561,43.45,50.0,Latent_Defect
C06091,L091,Type_C,leakage_current,9.144,9.277,9.889,10.565,50.0,Healthy
C06092,L092,Type_A,leakage_current,10.187,10.351,10.902,11.585,50.0,Healthy
C06093,L093,Type_A,leakage_current,9.79,9.94,10.53,11.16,50.0,Healthy
C06094,L094,Type_A,leakage_current,9.316,13.052,38.495,63.267,50.0,Rapid_Drift
C06095,L095,Type_A,leakage_current,9.672,9.789,10.438,10.808,50.0,Healthy
C06096,L096,Type_A,leakage_current,9.971,10.298,10.762,11.232,50.0,Healthy
C06097,L097,Type_B,leakage_current,12.213,12.428,12.8,13.63,50.0,Healthy
C06098,L098,Type_A,leakage_current,9.633,9.904,10.619,11.007,50.0,Healthy
C06099,L099,Type_A,leakage_current,9.656,12.71,29.815,46.641,50.0,Rapid_Drift
C06100,L100,Type_A,leakage_current,10.099,10.687,11.304,12.224,50.0,Healthy
C06101,L001,Type_C,leakage_current,8.856,16.129,37.704,59.581,50.0,Obvious_Failure
C06102,L002,Type_C,leakage_current,9.005,9.184,9.792,10.218,50.0,Healthy
C06103,L003,Type_A,leakage_current,10.373,12.447,30.446,43.713,50.0,Latent_Defect
C06104,L004,Type_B,leakage_current,11.0,11.215,11.68,11.952,50.0,Healthy
C06105,L005,Type_A,leakage_current,10.453,10.573,11.026,11.526,50.0,Healthy
C06106,L006,Type_A,leakage_current,10.274,10.602,11.107,11.434,50.0,Healthy
C06107,L007,Type_C,leakage_current,9.029,9.593,10.376,11.24,50.0,Healthy
C06108,L008,Type_A,leakage_current,10.191,10.57,11.098,11.437,50.0,Healthy
C06109,L009,Type_A,leakage_current,9.431,9.631,10.441,11.309,50.0,Healthy
C06110,L010,Type_B,leakage_current,10.527,13.97,30.899,48.134,50.0,Rapid_Drift
C06111,L011,Type_B,leakage_current,10.815,10.95,11.717,12.302,50.0,Healthy
C06112,L012,Type_A,leakage_current,10.387,12.397,32.144,39.75,50.0,Latent_Defect
C06113,L013,Type_B,leakage_current,10.574,10.702,11.47,12.029,50.0,Healthy
C06114,L014,Type_C,leakage_current,10.546,10.629,11.078,11.641,50.0,Healthy
C06115,L015,Type_A,leakage_current,9.73,13.644,38.705,64.651,50.0,Rapid_Drift
C06116,L016,Type_C,leakage_current,9.905,9.932,10.326,10.298,50.0,Healthy
C06117,L017,Type_B,leakage_current,10.883,10.933,11.74,12.772,50.0,Healthy
C06118,L018,Type_A,leakage_current,9.848,9.66,10.045,10.04,50.0,Healthy
C06119,L019,Type_A,leakage_current,8.674,8.84,9.263,10.419,50.0,Healthy
C06120,L020,Type_A,leakage_current,9.908,9.999,10.351,10.974,50.0,Healthy
C06121,L021,Type_B,leakage_current,10.943,17.689,37.084,57.427,50.0,Obvious_Failure
C06122,L022,Type_C,leakage_current,9.334,9.704,10.666,11.868,50.0,Healthy
C06123,L023,Type_C,leakage_current,9.277,9.411,9.921,11.003,50.0,Healthy
C06124,L024,Type_A,leakage_current,9.865,10.212,10.75,11.262,50.0,Healthy
C06125,L025,Type_B,leakage_current,10.227,10.452,10.996,11.49,50.0,Healthy
C06126,L026,Type_B,leakage_current,11.301,11.265,11.964,12.449,50.0,Healthy
C06127,L027,Type_B,leakage_current,11.612,19.095,41.486,64.121,50.0,Obvious_Failure
C06128,L028,Type_A,leakage_current,8.434,8.682,9.005,9.439,50.0,Healthy
C06129,L029,Type_A,leakage_current,10.331,10.309,10.743,10.953,50.0,Healthy
C06130,L030,Type_C,leakage_current,10.229,10.478,11.198,11.927,50.0,Healthy
C06131,L031,Type_A,leakage_current,10.048,10.212,10.61,11.14,50.0,Healthy
C06132,L032,Type_A,leakage_current,9.929,10.017,10.372,10.548,50.0,Healthy
C06133,L033,Type_B,leakage_current,9.945,9.961,10.868,11.815,50.0,Healthy
C06134,L034,Type_B,leakage_current,10.644,18.109,40.433,62.721,50.0,Obvious_Failure
C06135,L035,Type_B,leakage_current,10.679,13.814,33.344,53.471,50.0,Rapid_Drift
C06136,L036,Type_A,leakage_current,8.84,9.104,9.761,10.324,50.0,Healthy
C06137,L037,Type_B,leakage_current,9.536,9.661,10.624,11.463,50.0,Healthy
C06138,L038,Type_C,leakage_current,10.209,10.474,11.338,12.144,50.0,Healthy
C06139,L039,Type_B,leakage_current,10.213,13.611,32.556,52.874,50.0,Rapid_Drift
C06140,L040,Type_B,leakage_current,11.442,11.528,12.115,12.661,50.0,Healthy
C06141,L041,Type_A,leakage_current,9.63,9.952,10.842,11.566,50.0,Healthy
C06142,L042,Type_A,leakage_current,9.315,11.608,24.733,37.584,50.0,Latent_Defect
C06143,L043,Type_A,leakage_current,9.509,9.702,10.516,11.091,50.0,Healthy
C06144,L044,Type_A,leakage_current,10.071,12.28,32.987,43.176,50.0,Latent_Defect
C06145,L045,Type_A,leakage_current,10.851,10.913,11.285,11.707,50.0,Healthy
C06146,L046,Type_A,leakage_current,10.731,12.792,33.686,48.296,50.0,Latent_Defect
C06147,L047,Type_A,leakage_current,9.896,10.209,10.792,11.515,50.0,Healthy
C06148,L048,Type_A,leakage_current,10.089,10.472,11.433,12.219,50.0,Healthy
C06149,L049,Type_A,leakage_current,9.926,13.24,41.088,69.211,50.0,Rapid_Drift
C06150,L050,Type_B,leakage_current,10.402,10.835,11.652,12.292,50.0,Healthy
C06151,L051,Type_B,leakage_current,11.057,11.383,12.273,13.024,50.0,Healthy
C06152,L052,Type_C,leakage_current,9.026,12.165,33.329,53.897,50.0,Rapid_Drift
C06153,L053,Type_B,leakage_current,9.465,9.781,10.047,10.222,50.0,Healthy
C06154,L054,Type_A,leakage_current,10.942,11.11,11.529,11.953,50.0,Healthy
C06155,L055,Type_A,leakage_current,10.013,10.401,11.19,11.866,50.0,Healthy
C06156,L056,Type_A,leakage_current,10.938,11.229,12.011,13.116,50.0,Healthy
C06157,L057,Type_B,leakage_current,10.157,10.371,10.629,10.616,50.0,Healthy
C06158,L058,Type_A,leakage_current,9.827,9.879,10.487,11.003,50.0,Healthy
C06159,L059,Type_B,leakage_current,11.342,11.572,12.382,13.221,50.0,Healthy
C06160,L060,Type_B,leakage_current,10.599,10.698,11.371,11.931,50.0,Healthy
C06161,L061,Type_C,leakage_current,8.652,8.859,9.598,10.065,50.0,Healthy
C06162,L062,Type_B,leakage_current,10.414,12.426,24.586,36.558,50.0,Latent_Defect
C06163,L063,Type_A,leakage_current,10.32,13.207,36.757,60.559,50.0,Rapid_Drift
C06164,L064,Type_A,leakage_current,8.994,9.271,10.004,10.405,50.0,Healthy
C06165,L065,Type_B,leakage_current,9.955,10.03,10.311,10.614,50.0,Healthy
C06166,L066,Type_B,leakage_current,10.778,10.991,11.707,12.576,50.0,Healthy
C06167,L067,Type_A,leakage_current,10.015,10.27,10.591,11.019,50.0,Healthy
C06168,L068,Type_C,leakage_current,8.918,8.968,9.507,10.595,50.0,Healthy
C06169,L069,Type_A,leakage_current,9.059,9.123,9.361,9.851,50.0,Healthy
C06170,L070,Type_A,leakage_current,9.562,12.381,37.761,63.372,50.0,Rapid_Drift
C06171,L071,Type_C,leakage_current,9.425,9.521,9.726,10.208,50.0,Healthy
C06172,L072,Type_A,leakage_current,10.387,10.634,11.274,11.933,50.0,Healthy
C06173,L073,Type_A,leakage_current,9.66,9.929,10.307,10.487,50.0,Healthy
C06174,L074,Type_A,leakage_current,11.316,11.246,11.593,12.076,50.0,Healthy
C06175,L075,Type_B,leakage_current,10.896,11.103,11.677,12.451,50.0,Healthy
C06176,L076,Type_B,leakage_current,10.389,11.78,24.238,36.607,50.0,Latent_Defect
C06177,L077,Type_B,leakage_current,10.911,11.167,11.86,12.63,50.0,Healthy
C06178,L078,Type_C,leakage_current,9.923,10.099,10.867,11.336,50.0,Healthy
C06179,L079,Type_C,leakage_current,9.045,9.245,9.899,10.441,50.0,Healthy
C06180,L080,Type_B,leakage_current,10.384,18.191,41.915,65.008,50.0,Obvious_Failure
C06181,L081,Type_A,leakage_current,9.989,13.245,31.79,50.23,50.0,Rapid_Drift
C06182,L082,Type_B,leakage_current,10.896,11.025,11.552,11.895,50.0,Healthy
C06183,L083,Type_A,leakage_current,8.83,8.976,9.136,9.501,50.0,Healthy
C06184,L084,Type_B,leakage_current,9.668,10.198,10.811,11.177,50.0,Healthy
C06185,L085,Type_A,leakage_current,9.591,9.806,10.277,10.863,50.0,Healthy
C06186,L086,Type_A,leakage_current,9.793,9.99,10.743,11.084,50.0,Healthy
C06187,L087,Type_B,leakage_current,10.712,10.895,11.41,12.045,50.0,Healthy
C06188,L088,Type_A,leakage_current,9.973,10.068,10.675,11.068,50.0,Healthy
C06189,L089,Type_A,leakage_current,10.068,10.414,10.991,11.619,50.0,Healthy
C06190,L090,Type_C,leakage_current,9.434,9.579,10.305,10.834,50.0,Healthy
C06191,L091,Type_A,leakage_current,10.575,10.91,11.333,11.848,50.0,Healthy
C06192,L092,Type_A,leakage_current,10.729,10.803,11.254,11.959,50.0,Healthy
C06193,L093,Type_A,leakage_current,9.567,9.407,9.624,9.703,50.0,Healthy
C06194,L094,Type_A,leakage_current,9.716,10.021,10.236,10.846,50.0,Healthy
C06195,L095,Type_B,leakage_current,10.326,12.529,31.022,42.803,50.0,Latent_Defect
C06196,L096,Type_A,leakage_current,9.779,9.976,10.657,11.484,50.0,Healthy
C06197,L097,Type_A,leakage_current,10.052,10.384,11.011,11.345,50.0,Healthy
C06198,L098,Type_A,leakage_current,9.972,11.378,29.893,43.82,50.0,Latent_Defect
C06199,L099,Type_A,leakage_current,9.462,9.634,10.007,10.174,50.0,Healthy
C06200,L100,Type_B,leakage_current,10.789,14.266,36.912,59.764,50.0,Rapid_Drift
C06201,L001,Type_B,leakage_current,10.012,10.055,10.5,10.968,50.0,Healthy
C06202,L002,Type_A,leakage_current,8.902,8.848,9.206,9.402,50.0,Healthy
C06203,L003,Type_B,leakage_current,10.88,11.19,11.542,12.509,50.0,Healthy
C06204,L004,Type_A,leakage_current,9.708,9.969,10.885,12.093,50.0,Healthy
C06205,L005,Type_A,leakage_current,9.644,9.966,10.529,11.329,50.0,Healthy
C06206,L006,Type_A,leakage_current,9.51,10.894,28.272,45.155,50.0,Latent_Defect
C06207,L007,Type_A,leakage_current,9.008,9.493,10.198,11.263,50.0,Healthy
C06208,L008,Type_C,leakage_current,9.778,10.014,10.585,11.197,50.0,Healthy
C06209,L009,Type_A,leakage_current,9.385,9.479,9.718,10.336,50.0,Healthy
C06210,L010,Type_B,leakage_current,10.661,10.917,11.535,11.998,50.0,Healthy
C06211,L011,Type_B,leakage_current,10.165,12.328,26.917,40.372,50.0,Latent_Defect
C06212,L012,Type_B,leakage_current,9.879,10.268,11.138,11.907,50.0,Healthy
C06213,L013,Type_B,leakage_current,10.423,10.631,11.166,11.627,50.0,Healthy
C06214,L014,Type_B,leakage_current,10.135,10.265,10.534,10.831,50.0,Healthy
C06215,L015,Type_B,leakage_current,9.465,11.544,31.053,46.594,50.0,Latent_Defect
C06216,L016,Type_A,leakage_current,9.435,9.702,10.203,11.019,50.0,Healthy
C06217,L017,Type_C,leakage_current,9.31,9.389,10.176,10.868,50.0,Healthy
C06218,L018,Type_B,leakage_current,10.107,10.358,11.247,11.899,50.0,Healthy
C06219,L019,Type_A,leakage_current,9.905,10.247,10.855,11.956,50.0,Healthy
C06220,L020,Type_A,leakage_current,10.116,10.524,11.314,12.091,50.0,Healthy
C06221,L021,Type_C,leakage_current,10.068,10.171,10.686,11.035,50.0,Healthy
C06222,L022,Type_C,leakage_current,10.51,10.78,11.795,12.388,50.0,Healthy
C06223,L023,Type_B,leakage_current,11.295,11.643,12.615,13.322,50.0,Healthy
C06224,L024,Type_B,leakage_current,11.537,11.615,12.383,13.088,50.0,Healthy
C06225,L025,Type_C,leakage_current,9.9,9.993,10.949,11.81,50.0,Healthy
C06226,L026,Type_A,leakage_current,10.53,10.551,10.987,11.263,50.0,Healthy
C06227,L027,Type_B,leakage_current,9.973,10.149,10.8,11.528,50.0,Healthy
C06228,L028,Type_B,leakage_current,10.854,14.088,32.569,50.362,50.0,Rapid_Drift
C06229,L029,Type_B,leakage_current,11.239,11.544,12.089,12.677,50.0,Healthy
C06230,L030,Type_B,leakage_current,10.944,10.891,11.704,12.495,50.0,Healthy
C06231,L031,Type_A,leakage_current,9.213,9.378,9.669,9.915,50.0,Healthy
C06232,L032,Type_A,leakage_current,9.828,12.315,28.171,39.913,50.0,Latent_Defect
C06233,L033,Type_B,leakage_current,10.385,10.64,11.195,11.721,50.0,Healthy
C06234,L034,Type_C,leakage_current,10.065,10.361,10.451,10.982,50.0,Healthy
C06235,L035,Type_C,leakage_current,9.285,9.353,9.659,9.989,50.0,Healthy
C06236,L036,Type_B,leakage_current,10.455,17.445,38.969,60.351,50.0,Obvious_Failure
C06237,L037,Type_A,leakage_current,10.269,10.313,11.196,11.636,50.0,Healthy
C06238,L038,Type_A,leakage_current,9.684,9.738,9.908,10.471,50.0,Healthy
C06239,L039,Type_B,leakage_current,10.869,11.158,11.985,12.957,50.0,Healthy
C06240,L040,Type_B,leakage_current,10.223,18.114,41.252,64.939,50.0,Obvious_Failure
C06241,L041,Type_A,leakage_current,10.34,10.405,10.612,10.866,50.0,Healthy
C06242,L042,Type_B,leakage_current,11.238,11.256,11.767,12.119,50.0,Healthy
C06243,L043,Type_A,leakage_current,10.493,10.642,11.598,12.403,50.0,Healthy
C06244,L044,Type_A,leakage_current,9.131,9.371,9.882,10.913,50.0,Healthy
C06245,L045,Type_A,leakage_current,10.513,11.808,29.471,40.305,50.0,Latent_Defect
C06246,L046,Type_A,leakage_current,9.878,10.001,10.342,10.779,50.0,Healthy
C06247,L047,Type_A,leakage_current,10.457,10.848,11.244,11.801,50.0,Healthy
C06248,L048,Type_A,leakage_current,9.826,18.099,43.305,68.703,50.0,Obvious_Failure
C06249,L049,Type_B,leakage_current,10.594,10.718,11.368,11.761,50.0,Healthy
C06250,L050,Type_A,leakage_current,10.3,10.497,10.521,10.646,50.0,Healthy
C06251,L051,Type_A,leakage_current,9.971,10.227,10.75,11.092,50.0,Healthy
C06252,L052,Type_B,leakage_current,12.22,12.481,12.733,13.037,50.0,Healthy
C06253,L053,Type_A,leakage_current,9.38,9.62,10.423,11.058,50.0,Healthy
C06254,L054,Type_A,leakage_current,10.89,11.276,11.89,12.42,50.0,Healthy
C06255,L055,Type_B,leakage_current,10.65,10.96,11.09,11.467,50.0,Healthy
C06256,L056,Type_A,leakage_current,8.92,9.181,9.509,9.483,50.0,Healthy
C06257,L057,Type_A,leakage_current,8.784,9.007,9.204,9.507,50.0,Healthy
C06258,L058,Type_B,leakage_current,11.139,11.432,12.445,13.473,50.0,Healthy
C06259,L059,Type_A,leakage_current,10.445,10.459,11.149,11.636,50.0,Healthy
C06260,L060,Type_A,leakage_current,8.924,9.252,10.128,11.062,50.0,Healthy
C06261,L061,Type_B,leakage_current,11.825,11.845,11.973,12.124,50.0,Healthy
C06262,L062,Type_A,leakage_current,9.577,11.117,30.43,38.679,50.0,Latent_Defect
C06263,L063,Type_A,leakage_current,11.165,11.195,11.623,12.363,50.0,Healthy
C06264,L064,Type_A,leakage_current,9.859,10.345,10.915,11.614,50.0,Healthy
C06265,L065,Type_A,leakage_current,11.119,11.458,12.034,13.168,50.0,Healthy
C06266,L066,Type_C,leakage_current,9.392,9.597,10.223,10.893,50.0,Healthy
C06267,L067,Type_A,leakage_current,10.397,10.488,11.007,11.501,50.0,Healthy
C06268,L068,Type_A,leakage_current,10.095,10.208,10.583,10.411,50.0,Healthy
C06269,L069,Type_B,leakage_current,11.578,11.962,12.653,13.584,50.0,Healthy
C06270,L070,Type_C,leakage_current,10.049,10.042,10.541,10.816,50.0,Healthy
C06271,L071,Type_B,leakage_current,9.94,12.454,25.069,36.801,50.0,Latent_Defect
C06272,L072,Type_B,leakage_current,10.643,10.953,11.862,12.878,50.0,Healthy
C06273,L073,Type_B,leakage_current,11.355,11.573,11.69,12.343,50.0,Healthy
C06274,L074,Type_A,leakage_current,8.908,9.195,9.472,9.842,50.0,Healthy
C06275,L075,Type_B,leakage_current,11.129,11.112,11.639,11.808,50.0,Healthy
C06276,L076,Type_A,leakage_current,9.985,10.269,11.1,11.67,50.0,Healthy
C06277,L077,Type_B,leakage_current,10.336,11.447,30.861,45.436,50.0,Latent_Defect
C06278,L078,Type_B,leakage_current,10.973,11.403,11.73,12.092,50.0,Healthy
C06279,L079,Type_A,leakage_current,10.172,12.262,32.449,39.376,50.0,Latent_Defect
C06280,L080,Type_C,leakage_current,9.099,9.327,9.999,10.797,50.0,Healthy
C06281,L081,Type_B,leakage_current,10.224,10.623,11.497,12.434,50.0,Healthy
C06282,L082,Type_B,leakage_current,11.333,11.613,12.208,12.789,50.0,Healthy
C06283,L083,Type_B,leakage_current,11.105,10.963,11.014,11.432,50.0,Healthy
C06284,L084,Type_A,leakage_current,9.866,9.931,10.262,10.435,50.0,Healthy
C06285,L085,Type_A,leakage_current,9.564,9.633,10.198,10.806,50.0,Healthy
C06286,L086,Type_B,leakage_current,11.241,11.434,11.692,12.094,50.0,Healthy
C06287,L087,Type_C,leakage_current,9.594,9.898,10.842,11.574,50.0,Healthy
C06288,L088,Type_A,leakage_current,10.839,10.883,11.581,12.166,50.0,Healthy
C06289,L089,Type_C,leakage_current,10.802,10.939,11.873,12.372,50.0,Healthy
C06290,L090,Type_C,leakage_current,9.414,9.579,10.023,10.497,50.0,Healthy
C06291,L091,Type_A,leakage_current,9.626,12.2,32.441,39.475,50.0,Latent_Defect
C06292,L092,Type_B,leakage_current,11.428,11.722,12.039,12.648,50.0,Healthy
C06293,L093,Type_A,leakage_current,9.621,9.605,10.307,10.879,50.0,Healthy
C06294,L094,Type_A,leakage_current,9.334,11.912,38.247,64.776,50.0,Rapid_Drift
C06295,L095,Type_C,leakage_current,9.493,9.648,10.274,11.194,50.0,Healthy
C06296,L096,Type_C,leakage_current,9.279,9.39,9.712,10.058,50.0,Healthy
C06297,L097,Type_B,leakage_current,9.44,9.865,10.887,11.845,50.0,Healthy
C06298,L098,Type_B,leakage_current,11.561,12.104,12.811,13.95,50.0,Healthy
C06299,L099,Type_A,leakage_current,9.838,12.406,37.361,63.236,50.0,Rapid_Drift
C06300,L100,Type_C,leakage_current,10.985,12.379,25.694,39.128,50.0,Latent_Defect
C06301,L001,Type_A,leakage_current,10.149,10.146,10.848,11.587,50.0,Healthy
C06302,L002,Type_A,leakage_current,9.542,9.731,10.567,11.11,50.0,Healthy
C06303,L003,Type_A,leakage_current,10.6,14.279,33.921,53.933,50.0,Rapid_Drift
C06304,L004,Type_B,leakage_current,10.855,11.3,12.338,13.19,50.0,Healthy
C06305,L005,Type_C,leakage_current,9.516,9.643,10.695,11.478,50.0,Healthy
C06306,L006,Type_C,leakage_current,10.033,10.482,11.086,11.87,50.0,Healthy
C06307,L007,Type_C,leakage_current,9.457,9.564,10.182,10.766,50.0,Healthy
C06308,L008,Type_A,leakage_current,9.781,9.924,10.48,10.992,50.0,Healthy
C06309,L009,Type_A,leakage_current,10.061,11.794,27.926,43.7,50.0,Latent_Defect
C06310,L010,Type_B,leakage_current,9.606,12.767,37.003,61.667,50.0,Rapid_Drift
C06311,L011,Type_A,leakage_current,9.955,10.056,10.834,11.235,50.0,Healthy
C06312,L012,Type_A,leakage_current,9.169,11.074,30.434,47.297,50.0,Latent_Defect
C06313,L013,Type_A,leakage_current,9.927,9.877,10.5,10.969,50.0,Healthy
C06314,L014,Type_C,leakage_current,9.073,9.403,10.162,10.69,50.0,Healthy
C06315,L015,Type_A,leakage_current,9.927,9.99,10.681,11.468,50.0,Healthy
